country,cluster,new_cases_per_million,new_deaths_per_million,new_tests_per_thousand
Afghanistan,2,0,0.026,0.899
Albania,0,0,1.39,41.699
Algeria,6,0,0.296,12.679
Andorra,2,0,0,0
Angola,2,0,0.061,0.487
Antigua and Barbuda,2,0,0,0
Argentina,5,0.273,1.173,115.962
Armenia,5,0,3.712,98.204
Australia,3,0,0.275,24.118
Austria,6,0.832,0,9.105
Azerbaijan,3,0,0.592,27.517
Bahamas,0,0,0,63.573
Bahrain,5,2.685,0,122.239
Bangladesh,6,0.053,0.128,13.352
Barbados,0,0,0,41.758
Belarus,6,0,0.423,14.604
Belgium,0,1.762,0.345,56.171
Belize,3,0,0,20.12
Benin,2,0,0,0
Bhutan,2,0,0,1.296
Bolivia,4,0.298,7.453,171.678
Bosnia and Herzegovina,2,0,0,0
Botswana,2,0,0,0
Brazil,4,0,5.119,213.55
Brunei,2,0,0,0
Bulgaria,3,0.569,0.288,21.012
Burkina Faso,2,0,0,1.77
Burundi,2,0,0,0.673
Cambodia,2,0,0,0.06
Cameroon,2,0,0,0
Canada,6,1.282,0.159,6.412
Cape Verde,0,0.844,1.799,52.159
Central African Republic,2,0,0,1.242
Chad,2,0,0,0
Chile,5,1.276,3.976,104.152
China,2,0,0.004,0.12
Colombia,4,0.709,4.422,209.756
Comoros,6,0,0,9.2
Congo,2,0,0,0
Costa Rica,0,0.326,0.785,72.044
Cote d'Ivoire,2,0.034,0,2.35
Croatia,3,0.336,0,20.705
Cuba,2,0.295,0,2.207
Cyprus,6,3.41,0,11.417
Czechia,6,0.44,0.093,11.672
Democratic Republic of Congo,2,0.003,0,0.156
Denmark,1,2.47,0,0
Djibouti,2,0,0,0
Dominica,2,0,0,0
Dominican Republic,4,0,0.922,162.796
Ecuador,0,0.139,1.927,49.708
Egypt,2,0,0.283,2.326
El Salvador,0,0.383,1.696,64.445
Equatorial Guinea,2,0,0,0
Eritrea,2,0,0,0
Estonia,6,0.318,0,6.031
Eswatini,0,0,1.724,49.993
Ethiopia,2,0.064,0.087,4.08
Fiji,2,0.001,0,0
Finland,2,0.758,0,1.985
France,1,0.73,0,0.015
Gabon,0,0,0.449,80.423
Gambia,2,0,0,0
Georgia,2,0,0,0.752
Germany,6,0,0.084,7.233
Ghana,0,0.1,0,48.692
Greece,6,0,0,10.554
Grenada,2,0,0,0
Guatemala,0,0.082,1.954,66.423
Guinea,2,0,0,0
